# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.2
#@/tick	469164
#@/user_id	47d94b64-518c-4017-b837-441ef302fb7b
bu dong 	不懂	c=27 d=6.65039e-10 t=469164
bu dong gong 	不動工	c=1 d=1 t=352154
bu dong shi 	不懂事	c=1 d=2.58881e-161 t=469164
bu dou 	不都	c=30 d=8.18536e-07 t=469164
bu dou dei 	不都得	c=1 d=7.79199e-07 t=469164
bu dou shi 	不都是	c=5 d=9.91166e-73 t=469164
bu dou zai 	不都在	c=1 d=1 t=117161
bu du 	不讀	c=1 d=3.24697e-32 t=469164
bu du sai 	不賭賽	c=1 d=1 t=228975
bu duan 	不斷	c=6 d=1 t=446778
bu duan 	補短	c=1 d=1 t=299492
bu dui 	不對	c=89 d=1.49846 t=469164
bu dui 	部隊	c=2 d=1 t=313088
bu dui ba 	不對吧	c=1 d=1 t=146570
bu dui cheng 	不對稱	c=1 d=1 t=203942
bu dui deng 	不對等	c=3 d=1 t=449350
bu dui jin 	不對勁	c=2 d=1 t=437945
bu dui ni 	不懟你	c=2 d=1.29765e-124 t=469164
bu dui wai 	不對外	c=2 d=1.96805e-24 t=469164
bu dui wei 	不對味	c=1 d=1 t=247305
bu dui ying 	不對應	c=1 d=1 t=143130
bu duo 	不多	c=54 d=0.209525 t=469164
bu duo jiu 	不多久	c=1 d=1 t=108451
bu duo shuo 	不多說	c=1 d=5.29545e-199 t=469164
bu e 	不餓	c=1 d=2.58469e-201 t=469164
bu fa 	不乏	c=0 d=0.1 t=191868
bu fa 	不發	c=15 d=2.40631e-07 t=469164
bu fa 	補發	c=2 d=1 t=179586
bu fa ban 	不發版	c=1 d=1 t=237627
bu fa re qing 	不乏熱情	c=1 d=1 t=191869
bu fa you jian 	不發郵件	c=1 d=1 t=230935
bu fa zuo tian 	補發昨天	c=1 d=1 t=133828
bu fan che 	不翻車	c=4 d=1 t=398362
bu fan hui 	不返回	c=5 d=3.79135e-32 t=469164
bu fang 	不放	c=5 d=1 t=444686
bu fang bian 	不方便	c=21 d=9.98607e-14 t=469164
bu fang dao 	不放到	c=2 d=1.95123 t=422545
bu fang guo 	不放過	c=2 d=1 t=332507
bu fang mian 	不方面	c=2 d=1 t=427024
bu fang qi 	不放棄	c=2 d=1 t=310274
bu fang ren 	不放人	c=1 d=1 t=292225
bu fang shou 	不放手	c=2 d=1 t=391451
bu fang xin 	不放心	c=3 d=1.99094e-13 t=469164
bu fang zai 	不放在	c=1 d=1 t=170004
bu fei diao 	不廢掉	c=1 d=1 t=124729
bu fei jin 	不費勁	c=1 d=1 t=154476
bu fen 	不分	c=0 d=0.1 t=231737
bu fen 	部分	c=194 d=0.117205 t=469164
bu fen bo zhong 	不分伯仲	c=1 d=1 t=316605
bu fen li 	不分離	c=3 d=1 t=404598
bu fen xiang 	不分享	c=1 d=1 t=278923
bu fen ye 	不分頁	c=1 d=1 t=319029
bu fou ding 	不否定	c=1 d=1 t=272186
bu fu 	不服	c=5 d=5.98543e-139 t=469164
bu fu 	不符	c=3 d=2.68401 t=120605
bu fu he 	不符合	c=11 d=1.63821e-13 t=469164
bu fu xian 	不復現	c=1 d=1.09937e-85 t=469164
bu fu yong 	不復用	c=2 d=1.94649 t=365215
bu fu ze 	不負責	c=1 d=1 t=355339
bu gai 	不改	c=15 d=1 t=461419
bu gai 	不該	c=6 d=1.73167e-48 t=469164
bu gai 	補鈣	c=1 d=6.34515e-61 t=469164
bu gai gai 	不改改	c=1 d=1 t=408824
bu gan 	不幹	c=8 d=7.14348e-161 t=469164
bu gan 	不敢	c=26 d=9.85331e-06 t=469164
bu gan chi 	不敢吃	c=1 d=1 t=189405
bu gan ga 	不尷尬	c=1 d=1 t=416761
bu gan he 	不敢喝	c=1 d=6.41042e-05 t=469164
bu gan kan 	不敢看	c=1 d=7.86259e-113 t=469164
bu gan lai 	不敢來	c=1 d=1 t=242724
bu gan mao 	不感冒	c=2 d=8.02064e-200 t=469164
bu gan qu 	不敢去	c=1 d=1 t=260015
bu gan sha 	不幹啥	c=2 d=1.18604e-66 t=469164
bu gan shuo 	不敢說	c=2 d=8.27249e-05 t=469164
bu gan xing qu 	不感興趣	c=2 d=1 t=282449
bu gan yong 	不敢用	c=1 d=1 t=334064
bu gao 	不搞	c=42 d=2.44226e-05 t=469164
bu gao 	不高	c=8 d=0.00273237 t=469164
bu gao la 	不搞啦	c=4 d=1.95056 t=465479
bu gao su 	不告訴	c=0 d=5.66668e-202 t=469164
bu gao su ni 	不告訴你	c=6 d=1.36547e-47 t=469164
bu gao xiao 	不高效	c=1 d=1 t=468445
bu gao xing 	不高興	c=1 d=1.07456e-140 t=469164
bu ge li 	不隔離	c=1 d=1 t=292191
bu ge rou 	部割肉	c=1 d=1 t=385727
bu gei 	不給	c=33 d=2.10895e-14 t=469164
bu gei 	補給	c=1 d=1.49876e-172 t=469164
bu gei li 	不給力	c=5 d=1.02096 t=437325
bu gei ni 	補給你	c=1 d=1.77823e-67 t=469164
bu gei ni men 	不給你們	c=1 d=1 t=418842
bu gei ta 	不給他	c=1 d=1 t=416639
bu gei wo 	不給我	c=2 d=1.09378e-172 t=469164
bu gen 	不跟	c=8 d=7.03855e-134 t=469164
bu gen ju 	不根據	c=1 d=1 t=318357
bu gen ni 	不跟你	c=2 d=8.41173e-25 t=469164
bu gen ni shuo 	不跟你說	c=1 d=6.37045e-49 t=469164
bu gen wo 	不跟我	c=1 d=1 t=388165
bu geng xin 	不更新	c=1 d=1 t=151483
bu gong xian 	不貢獻	c=1 d=1 t=217604
bu gong zi po 	不攻自破	c=1 d=1 t=183504
bu gong zuo 	不工作	c=1 d=1 t=459175
bu gou 	不夠	c=60 d=0.000104123 t=469164
bu gou kan 	不夠看	c=1 d=1.29157e-157 t=469164
bu gou yong 	不夠用	c=5 d=7.84998e-06 t=469164
bu gu ding 	不固定	c=4 d=1 t=427758
bu gua 	不掛	c=1 d=1.33212e-109 t=469164
bu guai 	不怪	c=4 d=0.1 t=466046
bu guai ni 	不怪你	c=1 d=1 t=466047
bu guai wo 	不怪我	c=1 d=1 t=149988
bu guan 	不管	c=46 d=1.20547e-22 t=469164
bu guan 	不關	c=1 d=1 t=332772
bu guan ni 	不管你	c=1 d=1 t=285145
bu guan shi 	不管事	c=1 d=4.44408e-136 t=469164
bu guan ta 	不管他	c=1 d=1 t=371299
bu guan xin 	不關心	c=5 d=1 t=446347
bu guan yong 	不管用	c=2 d=1 t=423535
bu guan zhu 	不關注	c=1 d=1 t=182621
bu gui 	不歸	c=3 d=5.02895e-121 t=469164
bu gui 	不貴	c=6 d=5.16697e-115 t=469164
bu gui fan 	不規範	c=2 d=1 t=432135
bu gui lu 	不歸路	c=1 d=1 t=463782
bu gun 	不滾	c=1 d=1 t=384978
bu gun dong 	不滾動	c=1 d=1 t=384912
bu guo 	不過	c=657 d=0.100207 t=469164
bu guo fen 	不過分	c=1 d=1.1378e-195 t=469164
bu guo guan 	不過關	c=1 d=1 t=150687
bu guo hua shuo 	不過話說	c=1 d=1 t=191942
bu guo lai 	不過來	c=2 d=1 t=374423
bu guo ni 	不過你	c=2 d=1 t=408158
bu guo qu 	不過去	c=1 d=1 t=340373
bu guo shi 	不過是	c=1 d=6.4716e-146 t=469164
bu guo you qing 	不過友情	c=1 d=1 t=181485
bu hai 	不害	c=1 d=1 t=393578
bu han 	不含	c=6 d=1.42197e-24 t=469164
bu han 	不喊	c=1 d=1 t=344909
bu hao 	不好	c=167 d=0.0251769 t=469164
bu hao ba 	不好吧	c=2 d=1 t=142042
bu hao cha 	不好查	c=1 d=1 t=388298
bu hao chi 	不好吃	c=6 d=3.51142e-13 t=469164
bu hao dai 	不好帶	c=1 d=1 t=137891
bu hao dong 	不好動	c=1 d=1 t=377407
bu hao guo 	不好過	c=2 d=2.20295e-27 t=469164
bu hao hao 	不好好	c=5 d=1.13782e-19 t=469164
bu hao he 	不好喝	c=1 d=1 t=110596
bu hao hun 	不好混	c=1 d=1 t=114549
bu hao kan 	不好看	c=8 d=1 t=468007
bu hao nong 	不好弄	c=10 d=4.55562e-16 t=469164
bu hao shi 	不好使	c=14 d=6.72606e-41 t=469164
bu hao shou 	不好受	c=1 d=1 t=334958
bu hao shuo 	不好說	c=12 d=2.44859e-06 t=469164
bu hao ting 	不好聽	c=2 d=1 t=450532
bu hao wan 	不好玩	c=1 d=1 t=125866
bu hao wen 	不好問	c=1 d=1 t=394584
bu hao yi si 	不好意思	c=32 d=6.13565e-19 t=469164
bu hao yi si la 	不好意思啦	c=2 d=3.45377e-170 t=469164
bu hao yong 	不好用	c=6 d=0.00463092 t=469164
bu hao zhao 	不好找	c=5 d=1.40854e-30 t=469164
bu hao zheng 	不好整	c=5 d=4.23378e-07 t=469164
bu hao zuo 	不好做	c=1 d=1 t=454695
bu he 	不合	c=7 d=1 t=450617
bu he 	不和	c=3 d=1 t=450618
bu he 	不喝	c=6 d=1.05078e-112 t=469164
bu he fa 	不合法	c=1 d=1 t=324709
bu he ge 	不合格	c=8 d=1 t=442970
bu he gui 	不合規	c=4 d=2.32263e-208 t=469164
bu he jiu 	不喝就	c=1 d=1 t=238946
bu he jiu 	不喝酒	c=1 d=1 t=238947
bu he li 	不合理	c=27 d=7.54602e-10 t=469164
bu he shi 	不合適	c=26 d=8.1548e-13 t=469164
bu he xie 	不和諧	c=3 d=3.49465e-132 t=469164
bu hei 	不黑	c=1 d=7.75105e-93 t=469164
bu hou dao 	不厚道	c=2 d=1.5986e-166 t=469164
bu hua qian 	不花錢	c=1 d=1 t=102647
bu hua suan 	不划算	c=1 d=1 t=233869
bu huan 	不換	c=7 d=2.07968e-26 t=469164
bu huan 	不還	c=1 d=1 t=108467
bu huan bao 	不環保	c=1 d=1 t=458896
bu huan qi 	不喚起	c=3 d=1 t=215981
bu huang 	不慌	c=2 d=1.00158 t=415080
bu hui 	不回	c=3 d=7.7899e-93 t=469164
bu hui 	不會	c=189 d=0.00034625 t=469164
bu hui ba 	不會吧	c=5 d=2.78484e-108 t=469164
bu hui bei 	不會被	c=2 d=5.00606e-37 t=469164
bu hui bian 	不會變	c=1 d=1 t=127495
bu hui cha 	不會差	c=2 d=5.10272e-203 t=469164
bu hui chi 	不會吃	c=1 d=7.34173e-42 t=469164
bu hui chu 	不會出	c=1 d=1 t=116763
bu hui cuo 	不會錯	c=1 d=1 t=376193
bu hui da 	不會打	c=1 d=1 t=135862
bu hui fei 	不會飛	c=1 d=1 t=154202
bu hui la 	不會啦	c=1 d=8.42551e-103 t=469164
bu hui lai 	不回來	c=5 d=8.05529e-45 t=469164
bu hui luan 	不會亂	c=1 d=1 t=389890
bu hui nong 	不會弄	c=2 d=1.43251e-52 t=469164
bu hui pang 	不會胖	c=1 d=1 t=147441
bu hui qu 	不回去	c=8 d=1.09888e-21 t=469164
bu hui rang shei 	不會讓誰	c=1 d=2.60445e-173 t=469164
bu hui shi 	不會是	c=5 d=5.939e-165 t=469164
bu hui wo 	不回我	c=1 d=1 t=359222
bu hui yong 	不會用	c=3 d=1.97531 t=201786
bu hui you 	不會有	c=4 d=1 t=423319
bu hui zai you 	不會再有	c=1 d=1 t=195395
bu hui zhao 	不會找	c=1 d=2.22161e-38 t=469164
bu huo 	捕獲	c=9 d=2.87753e-95 t=469164
bu ji 	不急	c=57 d=4.3501e-31 t=469164
bu ji 	不計	c=3 d=1.19029 t=455464
bu ji bu ji 	不急不急	c=1 d=1 t=284312
bu ji de 	不記得	c=10 d=4.70556e-44 t=469164
bu ji ge 	不及格	c=1 d=2.22753e-128 t=469164
bu ji jiao 	不計較	c=1 d=1 t=419247
bu ji mian pei 	不計免賠	c=1 d=1 t=455094
bu ji shi 	不濟事	c=1 d=1 t=244562
bu ji xu 	不繼續	c=2 d=1 t=434210
bu ji zao 	不急躁	c=2 d=1 t=119610
bu ji zhe yong 	不急這用	c=1 d=1 t=355992
bu ji zhi 	不極致	c=1 d=1 t=111190
bu jia 	不佳	c=4 d=8.37921e-97 t=469164
bu jia 	不假	c=2 d=1 t=461543
bu jia 	不加	c=15 d=3.8966e-60 t=469164
bu jia ban 	不加班	c=4 d=1 t=417294
bu jia xin 	不加新	c=1 d=1 t=288993
bu jia zai 	不加載	c=1 d=1 t=132253
bu jian 	不揀	c=1 d=1 t=250542
bu jian 	不減	c=1 d=2.14267e-171 t=469164
bu jian 	不見	c=9 d=3.28865e-35 t=469164
bu jian bu san 	不見不散	c=1 d=1 t=231768
bu jian de 	不見得	c=31 d=4.83403e-08 t=469164
bu jian duan 	不間斷	c=1 d=1 t=467594
bu jian guang 	不見光	c=1 d=1 t=190175
bu jian kang 	不健康	c=2 d=1 t=457875
bu jian ku 	不艱苦	c=1 d=1.12957e-51 t=469164
bu jian rong 	不兼容	c=5 d=1.6442e-144 t=469164
bu jian yi 	不建議	c=13 d=6.12835e-05 t=469164
bu jiang 	不講	c=1 d=1 t=205482
bu jiang jia 	不降價	c=1 d=1 t=193314
bu jiang qi 	不將其	c=1 d=1.88684e-87 t=469164
bu jiao 	不交	c=1 d=1 t=248904
bu jiao 	不叫	c=8 d=1.7368e-24 t=469164
bu jiao 	補交	c=6 d=1 t=437263
bu jiao bu zao 	不驕不躁	c=1 d=1 t=242493
bu jiao liu 	不交流	c=1 d=1 t=388181
bu jiao zao 	不焦躁	c=1 d=1 t=109290
bu jie 	不借	c=1 d=4.16866e-148 t=469164
bu jie 	不接	c=7 d=1 t=443493
bu jie 	不解	c=2 d=5.95475e-108 t=469164
bu jie jue 	不解決	c=2 d=1 t=456401
bu jie ke 	不接客	c=2 d=1 t=204721
bu jie ru 	不接入	c=2 d=1 t=384567
bu jie shou 	不接受	c=6 d=2.8561e-23 t=469164
bu jie yi 	不介意	c=7 d=3.20691e-33 t=469164
bu jin 	不僅	c=24 d=4.60908e-90 t=469164
bu jin 	不盡	c=1 d=1 t=349956
bu jin 	不緊	c=2 d=1.44386e-86 t=469164
bu jin ji 	不緊急	c=12 d=1 t=451399
bu jin jin 	不僅僅	c=25 d=0.0963276 t=469164
bu jin lai 	不進來	c=2 d=1 t=350589
bu jin qu 	不進去	c=8 d=3.43827e-29 t=469164
bu jin shi 	不僅是	c=1 d=1 t=391525
bu jing 	不經	c=2 d=1.0827e-23 t=469164
bu jing chang 	不經常	c=1 d=1 t=276754
bu jing guo 	不經過	c=1 d=1 t=269074
bu jing ying 	不經營	c=1 d=3.53612e-65 t=469164
bu jiu 	不久	c=17 d=3.56935e-28 t=469164
bu jiu 	不就	c=37 d=3.56312e-28 t=469164
bu jiu 	補救	c=2 d=2.91798e-128 t=469164
bu jiu jie 	不糾結	c=2 d=4.08946e-187 t=469164
bu jiu shi 	不就是	c=9 d=1.606e-44 t=469164
bu ju 	佈局	c=41 d=9.74913e-09 t=469164
bu ju xian 	不侷限	c=1 d=1 t=254030
bu jue 	不覺	c=2 d=1 t=146146
bu jue de 	不覺得	c=3 d=7.33923e-38 t=469164
bu jun 	不均	c=1 d=1 t=258362
bu ka 	不卡	c=7 d=9.19451e-13 t=469164
bu ka dun 	不卡噸	c=1 d=2.0814e-212 t=469164
bu kai 	不開	c=13 d=5.92342e-46 t=469164
bu kai che 	不開車	c=2 d=1 t=463007
bu kai fa 	不開發	c=1 d=1 t=321884
bu kai men 	不開門	c=1 d=2.24549e-193 t=469164
bu kai pan 	不開盤	c=1 d=1 t=311379
bu kai qi 	不開啓	c=1 d=1 t=165291
bu kai wan xiao 	不開玩笑	c=1 d=1.59615e-148 t=469164
bu kai xin 	不開心	c=1 d=1.90333e-13 t=469164
bu kan 	不看	c=13 d=3.05343e-103 t=469164
bu kan hao 	不看好	c=1 d=1 t=152184
bu kan kan 	不看看	c=1 d=1 t=332601
bu kan she xiang 	不堪設想	c=1 d=1 t=341079
bu kan xia 	不看下	c=1 d=1 t=331774
bu kao lv 	不考慮	c=7 d=1 t=371543
bu kao pu 	不靠譜	c=10 d=7.73951e-192 t=469164
bu ke 	不可	c=10 d=3.92039e-14 t=469164
bu ke dian 	不可點	c=1 d=1 t=134335
bu ke kai jiao 	不可開交	c=1 d=1 t=178259
bu ke kao 	不可靠	c=2 d=1 t=343759
bu ke neng 	不可能	c=40 d=0.045502 t=469164
bu ke ni 	不可逆	c=1 d=1 t=432926
bu ke qi 	不客氣	c=7 d=0.292293 t=469164
bu ke qin fan 	不可侵犯	c=1 d=1 t=191874
bu ke qu 	不可取	c=4 d=1.63856e-133 t=469164
bu ke si yi 	不可思議	c=2 d=1.96561 t=266425
bu ke xie 	不可寫	c=1 d=1 t=291571
bu ke xing 	不可行	c=2 d=1.76338 t=294886
bu ke xuan 	不可選	c=1 d=1.29354e-28 t=469164
bu ke xue 	不科學	c=7 d=1 t=294018
bu ke yi 	不可以	c=10 d=6.75769e-08 t=469164
bu ken 	不肯	c=0 d=7.96546e-208 t=469164
bu keng 	不坑	c=1 d=1.42018e-68 t=469164
bu kong shou 	不空手	c=1 d=1.05335e-82 t=469164
bu kou 	不扣	c=1 d=1 t=350663
bu ku 	不哭	c=2 d=1.48432 t=343065
bu kua yu 	不跨域	c=5 d=2.62928 t=236139
bu kuai 	不快	c=2 d=0.1 t=298886
bu kuai dian 	不快點	c=1 d=1 t=298887
bu kuan 	不寬	c=1 d=4.10223e-18 t=469164
bu kui 	不愧	c=2 d=1 t=241594
bu kui 	不虧	c=4 d=1.54702e-45 t=469164
bu kui shi 	不愧是	c=1 d=1 t=272874
bu lai 	不來	c=53 d=1.85218e-16 t=469164
bu lai na 	不來拿	c=1 d=5.9999e-138 t=469164
bu lai wang 	不來往	c=1 d=1 t=177502
bu lan 	不懶	c=4 d=1 t=182439
bu lang fei 	不浪費	c=1 d=1 t=300288
bu lei 	不累	c=6 d=6.9706e-20 t=469164
bu leng 	不冷	c=4 d=2.22374e-108 t=469164
bu li 	不理	c=1 d=1 t=306120
bu li hui 	不理會	c=1 d=1 t=394646
bu li jie 	不理解	c=1 d=1 t=261583
bu li wo 	不理我	c=2 d=1.73345 t=114924
bu li xiang 	不理想	c=5 d=1 t=281050
bu li yu 	不利於	c=2 d=1.15567 t=432179
bu li zhi 	不離職	c=1 d=1 t=109557
bu lia 	不倆	c=1 d=1 t=353619
bu lian xi 	不聯繫	c=1 d=2.3486e-133 t=469164
bu liang 	不良	c=3 d=1.73916e-40 t=469164
bu liang hao 	不良好	c=1 d=1 t=180993
bu liao 	不了	c=161 d=2.09302e-13 t=469164
bu liao 	不料	c=3 d=1 t=352636
bu liao 	不聊	c=2 d=1 t=206110
bu liao fang 	不了房	c=1 d=1 t=428565
bu liao jie 	不瞭解	c=17 d=1.82144e-25 t=469164
bu liao liao zhi 	不了了之	c=3 d=1 t=301626
bu lin ci jiao 	不吝賜教	c=2 d=5.39215e-205 t=469164
bu ling 	不領	c=3 d=0.1 t=448858
bu ling guang 	不靈光	c=1 d=1 t=249806
bu ling huo 	不靈活	c=3 d=1 t=328385
bu liu 	不留	c=4 d=1.00002 t=430326
bu liu zai 	不留在	c=2 d=9.55549e-113 t=469164
bu lu 	補錄	c=1 d=1 t=352264
bu luan 	不亂	c=0 d=0.1 t=390142
bu lun 	不論	c=3 d=4.16893e-90 t=469164
bu luo ben 	不裸奔	c=1 d=1 t=409580
bu ma fan 	不麻煩	c=3 d=1 t=349396
bu mai 	不買	c=14 d=1.28665e-24 t=469164
bu mai 	不賣	c=3 d=8.22675e-175 t=469164
bu man 	不慢	c=2 d=1.04011e-139 t=469164
bu man 	不滿	c=2 d=1 t=369788
bu man yi 	不滿意	c=2 d=6.69371e-190 t=469164
bu man zu 	不滿足	c=5 d=6.79828e-49 t=469164
bu mang 	不忙	c=8 d=5.74193e-121 t=469164
bu men 	不悶	c=2 d=1.96561 t=270109
bu men 	部門	c=72 d=9.96523e-05 t=469164
bu mian 	不免	c=1 d=1 t=458244
bu mian 	不面	c=1 d=1.28731e-30 t=469164
bu mian shi 	不面試	c=1 d=1 t=109548
bu mian xiang 	不面向	c=2 d=1.60653 t=446992
bu miao 	不妙	c=1 d=1 t=258745
bu ming 	不明	c=12 d=6.03569e-61 t=469164
bu ming bai 	不明白	c=7 d=2.11405e-14 t=469164
bu ming jue li 	不明覺歷	c=5 d=1 t=418856
bu ming jue li 	不明角力	c=1 d=1.44048e-176 t=469164
bu ming que 	不明確	c=6 d=1 t=453074
bu ming xian 	不明顯	c=7 d=1 t=400410
bu ming zhe 	不明者	c=1 d=1 t=466616
bu mo 	不摸	c=1 d=1.60988e-43 t=469164
bu na 	不拿	c=2 d=7.49229e-183 t=469164
bu na me 	不那麼	c=3 d=1 t=390319
bu nan 	不難	c=2 d=0.1 t=360450
bu nan chi 	不難吃	c=1 d=8.01349e-72 t=469164
bu nan gao 	不難搞	c=1 d=1 t=360451
bu neng 	不能	c=262 d=0.078528 t=469164
bu neng dong 	不能動	c=1 d=1 t=112223
bu neng gou 	不能夠	c=5 d=1.59196e-29 t=469164
bu neng kan 	不能看	c=1 d=1 t=168713
bu neng lian 	不能連	c=1 d=1 t=317341
bu neng shao 	不能少	c=1 d=1 t=223858
bu neng shuo 	不能說	c=1 d=1 t=194535
bu neng xuan 	不能選	c=1 d=1.42339e-212 t=469164
bu neng yong 	不能用	c=7 d=1 t=460931
bu nong 	不弄	c=16 d=1.03485e-50 t=469164
bu nong cheng 	不弄成	c=1 d=1 t=287679
bu nong diao 	不弄掉	c=1 d=1 t=102848
bu nong hao 	不弄好	c=1 d=1 t=202105
bu pa 	不怕	c=4 d=0.0192547 t=469164
bu pa bu pa 	不怕不怕	c=0 d=0.19802 t=188485
bu pa bu pa bu pa 	不怕不怕不怕	c=1 d=1 t=188486
bu pa bu pa bu pa la 	不怕不怕不怕啦	c=1 d=1 t=188482
bu pa leng 	不怕冷	c=1 d=1.00219e-202 t=469164
bu pa shan 	部爬山	c=1 d=1 t=395357
bu pai chu 	不排除	c=4 d=1 t=409419
bu pan duan 	不判斷	c=1 d=6.83657e-115 t=469164
bu pang 	不胖	c=2 d=5.75502e-89 t=469164
bu pao 	不跑	c=3 d=1 t=466737
bu pei 	不賠	c=1 d=1 t=455560
bu pei 	不配	c=5 d=2.69811e-30 t=469164
bu peng 	不碰	c=3 d=1.75593e-94 t=469164
bu pian hang 	不偏航	c=1 d=1 t=260779
bu pian yi 	不便宜	c=8 d=2.97833e-16 t=469164
bu piao 	補票	c=2 d=3.76968e-103 t=469164
bu ping 	不平	c=1 d=1 t=145942
bu ping bi 	不屏蔽	c=1 d=1.73621e-20 t=469164
bu po 	不破	c=0 d=0.1 t=248370
bu pu ji 	不普及	c=1 d=1 t=263919
bu qi 	不起	c=9 d=0.000167154 t=469164
bu qi 	不齊	c=1 d=1 t=344513
bu qi 	補齊	c=5 d=1 t=455568
bu qi lai 	不起來	c=12 d=1 t=462586
bu qi quan 	不齊全	c=1 d=1 t=182689
bu qi shi 	不其實	c=1 d=3.60154e-16 t=469164
bu qi zuo yong 	不起作用	c=5 d=3.30099e-79 t=469164
bu qia dang 	不恰當	c=3 d=1 t=416715
bu qian 	不淺	c=1 d=1 t=355182
bu qian ming 	不簽名	c=2 d=1 t=411329
bu qian ni 	不欠你	c=1 d=4.2507e-142 t=469164
bu qiang 	不強	c=1 d=1 t=389230
bu qiang qiu 	不強求	c=2 d=1 t=359633
bu qiang zhi 	不強制	c=2 d=1 t=422427
bu qing 	不清	c=2 d=0.0350844 t=469164
bu qing 	不輕	c=2 d=1 t=310960
bu qing chu 	不清楚	c=63 d=1.67074e-09 t=469164
bu qing xi 	不清晰	c=9 d=1 t=421456
bu qiong 	不窮	c=1 d=1 t=174065
bu qiu 	不求	c=1 d=1 t=195454
bu qu 	不去	c=51 d=1.92312e-18 t=469164
bu qu a 	不去啊	c=1 d=7.70665e-142 t=469164
bu qu ba 	不去吧	c=1 d=1.63928e-50 t=469164
bu qu fen 	不區分	c=2 d=1 t=311233
bu qu la 	不去啦	c=1 d=1 t=138200
bu qu lo 	不去咯	c=1 d=3.31023e-200 t=469164
bu quan 	不全	c=20 d=1.41709e-13 t=469164
bu quan 	補全	c=4 d=1 t=430994
bu quan shi 	不全是	c=2 d=1 t=352575
bu que 	不缺	c=1 d=1 t=426100
bu que ding 	不確定	c=26 d=7.26396e-05 t=469164
bu que qian 	不缺錢	c=3 d=5.08814e-140 t=469164
bu que ren 	不缺人	c=1 d=1 t=262590
bu ran 	不然	c=361 d=0.135623 t=469164
bu ran sheng 	不然生	c=1 d=1 t=284092
bu rang 	不讓	c=33 d=1.70023e-20 t=469164
bu rang jin 	不讓進	c=4 d=1.16234e-112 t=469164
bu rang la 	不讓拉	c=1 d=1 t=210859
bu rang ren 	不讓人	c=1 d=1 t=413213
bu rang yong 	不讓用	c=2 d=1 t=340148
bu re 	不熱	c=4 d=6.354e-48 t=469164
bu ren 	不認	c=3 d=4.64829e-47 t=469164
bu ren ke 	不認可	c=1 d=1 t=450749
bu ren shi 	不認識	c=16 d=1.36928e-21 t=469164
bu ren shi wo 	不認識我	c=1 d=2.45135e-78 t=469164
bu ri 	不日	c=1 d=6.20536e-93 t=469164
bu rong 	不容	c=2 d=1 t=423924
bu rong yi 	不容易	c=31 d=4.92819e-07 t=469164
bu rong yi ne 	不容易呢	c=1 d=1 t=364775
bu ru 	不如	c=52 d=5.93852e-08 t=469164
bu ru 	步入	c=1 d=1 t=417236
bu ru liu 	不入流	c=0 d=0.1 t=176462
bu san 	不散	c=1 d=1 t=117406
bu sha 	不傻	c=3 d=2.97572e-182 t=469164
bu shan 	不刪	c=1 d=2.47153e-145 t=469164
bu shan yu 	不善於	c=1 d=1 t=305316
bu shan zi 	不擅自	c=1 d=1 t=156874
bu shang 	不上	c=28 d=7.00197e-14 t=469164
bu shang 	補上	c=10 d=1.55203e-83 t=469164
bu shang ban 	不上班	c=8 d=1.23444e-67 t=469164
bu shang qu 	不上去	c=2 d=3.59484e-142 t=469164
bu shang xian 	不上線	c=1 d=1 t=152483
bu shang xin 	不上心	c=1 d=1 t=107548
bu shao 	不少	c=59 d=1.30762e-06 t=469164
bu shao qian 	不少錢	c=1 d=1 t=135321
bu shao ren 	不少人	c=1 d=1 t=350595
bu she 	不設	c=4 d=5.95939e-29 t=469164
bu she de 	不捨得	c=1 d=1 t=155812
bu she ji 	不涉及	c=9 d=5.8575e-32 t=469164
bu shen 	不慎	c=2 d=2.93301e-159 t=469164
bu sheng 	不勝	c=1 d=1 t=339086
bu sheng chan 	不生產	c=2 d=1.87372 t=349734
bu sheng wa 	不生娃	c=1 d=1 t=448946
bu sheng xiao 	不生效	c=4 d=1 t=321578
bu shi 	不是	c=876 d=0.00294255 t=469164
bu shi 	不適	c=3 d=1 t=239990
bu shi a 	不是阿	c=11 d=3.85418e-137 t=469164
bu shi ba 	不是吧	c=6 d=9.85783e-09 t=469164
bu shi bu shi 	不是不是	c=1 d=2.68768e-102 t=469164
bu shi da 	不是噠	c=1 d=1 t=154868
bu shi he 	不適合	c=11 d=9.52039e-11 t=469164
bu shi he ni 	不適合你	c=1 d=1 t=355603
bu shi huo 	不識貨	c=1 d=0.1 t=379060
bu shi jia 	不是加	c=1 d=1 t=399771
bu shi ju ti 	不是具體	c=1 d=1 t=116240
bu shi ke neng 	不是可能	c=1 d=1 t=229263
bu shi la 	不是啦	c=4 d=1.03299e-117 t=469164
bu shi me 	不是麼	c=2 d=2.3554e-167 t=469164
bu shi meng 	不是夢	c=1 d=1 t=110857
bu shi ni 	不是你	c=3 d=1.98511 t=206974
bu shi o 	不是噢	c=1 d=1 t=170478
bu shi sha 	不是啥	c=3 d=1 t=422632
bu shi shi 	不是事	c=1 d=1 t=181763
bu shi shuo 	不是說	c=29 d=8.4876e-13 t=469164
bu shi ta 	不是他	c=1 d=1 t=259419
bu shi wo 	不是我	c=4 d=2.25327e-28 t=469164
