# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.2
#@/tick	469164
#@/user_id	47d94b64-518c-4017-b837-441ef302fb7b
quan su 	全速	c=1 d=1 t=320896
quan ta 	勸他	c=0 d=0.1 t=350388
quan tao 	全套	c=2 d=1 t=185684
quan tou 	拳頭	c=1 d=1 t=225142
quan tui 	勸退	c=1 d=1 t=387196
quan wang 	全網	c=1 d=1 t=418271
quan wei 	權威	c=7 d=4.39163e-114 t=469164
quan wen 	全文	c=1 d=1.04479e-133 t=469164
quan xi 	全係	c=4 d=1 t=209912
quan xian 	全線	c=1 d=1 t=446313
quan xian 	權限	c=386 d=0.535228 t=469164
quan xin 	全新	c=7 d=2.10781e-37 t=469164
quan xuan 	全選	c=5 d=1.80837e-20 t=469164
quan yi 	權益	c=0 d=0.1 t=453653
quan yi lei 	權益類	c=1 d=1 t=453654
quan ying wen 	全英文	c=1 d=4.83212e-209 t=469164
quan you 	全有	c=1 d=9.58869e-95 t=469164
quan yuan 	全員	c=28 d=2.851 t=443646
quan zhan 	全棧	c=18 d=7.79413e-69 t=469164
quan zhan 	全站	c=4 d=2.82878 t=190385
quan zhi 	全職	c=1 d=6.43358e-18 t=469164
quan zhong 	權重	c=1 d=1 t=422312
quan zhou qi 	全週期	c=2 d=1 t=422444
quan zi 	全資	c=1 d=4.33421e-165 t=469164
quan zi 	圈子	c=4 d=8.75836e-147 t=469164
quan zi dong 	全自動	c=4 d=3.9351e-58 t=469164
quan zou 	全走	c=1 d=1 t=259591
quan zu 	全組	c=7 d=1 t=460357
que 	卻	c=21 d=0.112478 t=469164
que 	缺	c=32 d=0.0555762 t=469164
que 	雀	c=4 d=1 t=432027
que bao 	確保	c=4 d=1 t=435624
que che 	缺車	c=1 d=1 t=184429
que dian 	缺點	c=9 d=1.32616e-115 t=469164
que diao 	雀鯛	c=1 d=1 t=212913
que ding 	確定	c=91 d=0.00145173 t=469164
que ding xing 	確定性	c=1 d=2.41141e-120 t=469164
que dou 	卻都	c=1 d=1.01471e-201 t=469164
que fa 	缺乏	c=26 d=4.19009e-32 t=469164
que ge 	缺個	c=1 d=1 t=464386
que li 	確立	c=3 d=1 t=418564
que nv ren 	缺女人	c=1 d=1 t=141310
que qian 	缺錢	c=3 d=1.50023e-66 t=469164
que qie 	確切	c=2 d=9.53499e-29 t=469164
que ren 	確認	c=266 d=0.00216269 t=469164
que ren 	缺人	c=13 d=9.88271e-68 t=469164
que ren xia 	確認下	c=2 d=1 t=148448
que sha 	缺啥	c=1 d=1 t=399301
que shao 	缺少	c=1 d=1 t=421453
que shi 	卻是	c=6 d=0.000368894 t=469164
que shi 	確實	c=207 d=4.86755e-06 t=469164
que shi 	缺失	c=12 d=6.47643e-96 t=469164
que shi duo 	確實多	c=1 d=1 t=177006
que shi ru ci 	確實如此	c=1 d=1 t=218183
que shi shi 	確實是	c=2 d=4.98452e-192 t=469164
que xi 	缺席	c=2 d=1 t=454267
que xian 	缺陷	c=14 d=6.54326e-11 t=469164
que yao 	卻要	c=1 d=1 t=421128
que you 	卻又	c=2 d=1 t=395559
que zhen 	確診	c=6 d=3.50847e-149 t=469164
qun 	羣	c=175 d=0.000801969 t=469164
qun chen 	羣臣	c=1 d=1 t=346209
qun fa 	羣發	c=1 d=1 t=217557
qun gong gao 	羣公告	c=1 d=1 t=125143
qun ju 	羣居	c=1 d=1 t=190177
qun li 	羣裏	c=125 d=0.0157644 t=469164
qun li shuo 	羣裏說	c=1 d=2.51836e-13 t=469164
qun liao 	羣聊	c=5 d=3.51478e-82 t=469164
qun ming zi 	羣名字	c=1 d=1 t=464760
qun nei 	羣內	c=1 d=1 t=212440
qun ou 	羣毆	c=1 d=1 t=318678
qun ti 	羣體	c=2 d=1 t=346703
qun zhong 	羣衆	c=1 d=1 t=350275
qun zhu 	羣住	c=1 d=1 t=105917
qun zi 	裙子	c=0 d=0.1 t=117679
qun zu 	羣組	c=9 d=1 t=457586
ran 	冉	c=14 d=4.71934e-100 t=469164
ran 	然	c=22 d=7.23389e-15 t=469164
ran bing nuan 	然並暖	c=3 d=1 t=357716
ran er 	然而	c=60 d=0.00628242 t=469164
ran gei 	然給	c=1 d=1 t=318346
ran hou 	然後	c=447 d=0.597572 t=469164
ran hou ibeacon uap 	然後iBeaconUAP	c=1 d=7.90661e-208 t=469164
ran hou yi da pi 	然後一大批	c=1 d=1 t=206184
ran huo 	然或	c=1 d=2.63429e-160 t=469164
ran li 	冉力	c=14 d=0.0180803 t=469164
ran mei 	燃煤	c=1 d=1 t=295768
ran qi 	燃氣	c=1 d=1 t=387278
ran se 	染色	c=1 d=1 t=442472
ran shi 	然是	c=1 d=1 t=333981
ran shou 	然手	c=1 d=1 t=332313
ran you 	燃油	c=3 d=1.00001 t=355115
rang 	讓	c=328 d=0.737286 t=469164
rang bie ren 	讓別人	c=1 d=1 t=115681
rang bu 	讓步	c=0 d=0.1 t=415042
rang bu rang wo 	讓步讓我	c=1 d=1 t=415043
rang che 	讓車	c=2 d=1 t=259843
rang chu 	讓出	c=1 d=1 t=437513
rang chu lai 	讓出來	c=1 d=1 t=437617
rang chu qu 	讓出去	c=1 d=1 t=255072
rang da jia 	讓大家	c=4 d=1 t=353069
rang dao 	攘盜	c=2 d=1 t=409505
rang gen 	讓跟	c=1 d=1 t=184588
rang hou 	讓後	c=1 d=1 t=281152
rang jin 	讓進	c=1 d=7.38158e-135 t=469164
rang lai 	讓來	c=1 d=5.48874e-208 t=469164
rang ni 	讓你	c=58 d=0.00032882 t=469164
rang ni chi 	讓你吃	c=1 d=6.20159e-174 t=469164
rang ni men 	讓你們	c=7 d=3.17274e-54 t=469164
rang ni qu 	讓你去	c=1 d=1 t=109963
rang nin 	讓您	c=2 d=1 t=193235
rang qi 	讓其	c=5 d=1.52897e-54 t=469164
rang qu 	讓去	c=2 d=1 t=350874
rang ren 	讓人	c=8 d=3.46014e-141 t=469164
rang ren jia 	讓人家	c=3 d=1 t=356737
rang ta 	讓他	c=65 d=1.52509e-11 t=469164
rang ta 	讓她	c=11 d=6.30834e-22 t=469164
rang ta men 	讓他們	c=28 d=3.2637e-63 t=469164
rang wo 	讓我	c=42 d=5.1258e-21 t=469164
rang wo cai 	讓我猜	c=1 d=3.29506e-146 t=469164
rang wo lia 	讓我倆	c=1 d=1 t=151194
rang wo me 	讓我麼	c=9 d=2.23693e-60 t=469164
rang wo xuan 	讓我選	c=1 d=1 t=354627
rang yong hu 	讓用戶	c=1 d=5.90976e-107 t=469164
rang zhe 	讓這	c=1 d=3.16876e-98 t=469164
rang zhou wei 	讓周圍	c=1 d=1 t=272357
rang zi ji 	讓自己	c=2 d=1 t=412797
rang zuo 	讓座	c=1 d=1 t=350861
rao 	繞	c=12 d=9.89344e-22 t=469164
rao 	饒	c=6 d=2.36727e-129 t=469164
rao bu kai 	饒不開	c=3 d=1.0739 t=408480
rao dao 	繞道	c=2 d=1 t=258698
rao guo 	饒過	c=3 d=1 t=328435
rao jin qu 	繞進去	c=1 d=1 t=295487
rao kai 	繞開	c=7 d=1 t=455596
rao luan 	擾亂	c=2 d=1 t=232156
rao min 	擾民	c=1 d=1 t=242655
rao quan 	繞圈	c=1 d=1 t=359594
rao zhe 	繞着	c=1 d=1 t=357244
re 	惹	c=1 d=1 t=143475
re 	熱	c=34 d=2.14228e-22 t=469164
re ai 	熱愛	c=2 d=1 t=354921
re bu qi 	惹不起	c=2 d=3.74533e-06 t=469164
re de 	惹得	c=0 d=0.1 t=352675
re de wo 	惹得我	c=1 d=1 t=352676
re dian 	熱點	c=2 d=1 t=463878
re fan 	熱飯	c=1 d=1 t=293421
re hu 	熱乎	c=1 d=1 t=278664
re huo 	惹火	c=1 d=1 t=224830
re huo 	惹禍	c=1 d=1 t=224883
re kang tou 	熱炕頭	c=1 d=1 t=300036
re liang 	熱量	c=1 d=1 t=285585
re lie 	熱烈	c=3 d=1.62912e-212 t=469164
re mao 	惹毛	c=0 d=1.32351e-210 t=469164
re me 	熱麼	c=1 d=3.95146e-48 t=469164
re nao 	惹惱	c=1 d=1 t=206658
re nao 	熱鬧	c=8 d=2.70418e-27 t=469164
re qing 	熱情	c=6 d=1 t=431250
re qu 	熱區	c=7 d=7.26172e-106 t=469164
re re 	熱熱	c=2 d=1.99005 t=130079
re shui 	熱水	c=10 d=1.33463e-178 t=469164
re shui guan 	熱水管	c=1 d=1 t=387228
re shui qi 	熱水器	c=12 d=6.03061 t=387843
re shui zao 	熱水澡	c=1 d=2.33291e-113 t=469164
re si 	熱死	c=1 d=1 t=166795
re tu 	熱圖	c=1 d=1 t=305038
re xin 	熱心	c=3 d=2.8848e-23 t=469164
re xing 	熱醒	c=1 d=1 t=130190
re zheng 	熱徵	c=1 d=1 t=156253
ren 	人	c=846 d=1.94055 t=469164
ren 	仁	c=10 d=3.35525 t=135538
ren 	任	c=3 d=1.57832e-16 t=469164
ren 	忍	c=2 d=5.99703e-103 t=469164
ren 	認	c=5 d=1 t=395892
ren bao 	人保	c=6 d=1.99005 t=469111
ren bing 	仁兵	c=5 d=1.01208 t=136557
ren bu 	人不	c=2 d=1 t=466036
ren bu gou 	人不夠	c=2 d=1 t=457648
ren bu qi 	人不齊	c=1 d=1 t=346261
ren bu shi huo 	人不識貨	c=1 d=1 t=379061
ren bu zai 	人不再	c=2 d=1 t=417047
ren bu zhu 	忍不住	c=2 d=3.10254e-173 t=469164
ren cai 	人才	c=22 d=1.11503e-75 t=469164
ren ci 	仁慈	c=1 d=1 t=142203
ren da 	人大	c=1 d=1 t=226617
ren dao 	人到	c=1 d=1 t=463610
ren dao 	人道	c=1 d=1 t=176121
ren dao zhong nian 	人到中年	c=1 d=2.23543e-199 t=469164
ren dei 	認得	c=1 d=1 t=123066
ren dou 	人都	c=1 d=1.75479e-57 t=469164
ren dou zai 	人都在	c=1 d=1 t=405400
ren duo 	人多	c=21 d=3.28083e-07 t=469164
ren ge 	人格	c=6 d=5.27814e-42 t=469164
ren gong 	人工	c=14 d=8.55222e-14 t=469164
ren gong zhi neng 	人工智能	c=2 d=1 t=345985
ren hai 	人還	c=2 d=2.03817e-171 t=469164
ren he 	任何	c=54 d=0.0113902 t=469164
ren he ren 	任何人	c=2 d=1 t=343527
ren hen 	人狠	c=1 d=1 t=422293
ren hen duo 	人很多	c=1 d=1 t=346312
ren hua 	人話	c=2 d=7.60528e-32 t=469164
ren ji 	人際	c=3 d=1 t=424549
ren jia 	人家	c=255 d=2.06579e-06 t=469164
ren jia xiu jia wo jia ban 	人家休假我加班	c=1 d=1.95765e-138 t=469164
ren jian 	人間	c=0 d=0.1 t=234490
ren jun 	人均	c=11 d=3.16634e-78 t=469164
ren ke 	認可	c=3 d=4.83979e-22 t=469164
ren kou 	人口	c=4 d=1.97531 t=307003
ren lao 	人老	c=1 d=1 t=128358
ren lei 	人類	c=4 d=1.94108e-185 t=469164
ren lei 	任磊	c=1 d=1.62639e-16 t=469164
ren li 	人力	c=125 d=4.39273e-08 t=469164
ren li zi yuan 	人力資源	c=1 d=2.42703e-49 t=469164
ren ling 	認領	c=4 d=1.92378 t=420946
ren liu liang 	人流量	c=3 d=1 t=448638
ren mai 	人脈	c=4 d=1 t=415075
ren men 	人們	c=1 d=9.83445e-128 t=469164
ren min 	人民	c=12 d=0.0572491 t=469164
ren min bi 	人民幣	c=2 d=1.49311e-157 t=469164
ren ming 	任命	c=2 d=6.68574e-176 t=469164
ren nai 	忍耐	c=0 d=0.1 t=458644
ren nai ke zhi 	忍耐剋制	c=1 d=1 t=458645
ren nao 	人腦	c=1 d=1.71999e-86 t=469164
ren ne 	人呢	c=10 d=8.72202e-10 t=469164
ren ni 	任你	c=1 d=1 t=212814
ren pin 	人品	c=3 d=3.31426e-38 t=469164
ren qi 	任期	c=1 d=1 t=398703
ren qian 	人前	c=0 d=0.1 t=176480
ren qing 	人情	c=1 d=1 t=450643
ren qu 	人去	c=1 d=1 t=448855
ren qun 	人羣	c=8 d=1 t=443098
ren ren 	人人	c=25 d=4.59578e-31 t=469164
ren ren 	任人	c=1 d=1 t=351879
ren ren 	忍忍	c=4 d=1.06228e-93 t=469164
ren ren can yu 	人人參與	c=3 d=1 t=455192
ren rou 	人肉	c=74 d=0.04573 t=469164
ren shao 	人少	c=3 d=1 t=431834
ren sheng 	人生	c=14 d=2.46128e-08 t=469164
ren shi 	人事	c=9 d=1 t=400457
ren shi 	人士	c=12 d=9.64096e-12 t=469164
ren shi 	認識	c=57 d=1.53089e-10 t=469164
ren shi xia 	認識下	c=1 d=1 t=403324
ren shou 	人壽	c=2 d=1.96561 t=346372
ren shou 	忍受	c=2 d=1 t=222063
ren shu 	人數	c=31 d=9.09498e-32 t=469164
ren shu 	認輸	c=1 d=1.43305e-174 t=469164
ren suan 	人算	c=2 d=1.956 t=150196
ren tai duo 	人太多	c=2 d=1 t=466309
ren ti 	人體	c=1 d=1.89727e-93 t=469164
ren ting hao 	人挺好	c=1 d=1 t=388179
ren tong 	忍痛	c=1 d=1 t=308285
ren tong 	認同	c=4 d=8.65583e-39 t=469164
ren tong dian 	認同點	c=1 d=1 t=198743
ren tou 	人頭	c=13 d=8.65464e-07 t=469164
ren wei 	人爲	c=9 d=9.7154e-73 t=469164
ren wei 	認爲	c=19 d=1.31215e-49 t=469164
ren wei shi 	認爲是	c=1 d=2.92703e-135 t=469164
ren wen 	人文	c=7 d=5.42057e-143 t=469164
ren wen huan jing 	人文環境	c=1 d=1.08592e-146 t=469164
ren wo xing 	任我姓	c=1 d=1 t=229461
ren wu 	人物	c=5 d=1 t=447299
ren wu 	任務	c=113 d=0.0137287 t=469164
ren xiang 	人像	c=1 d=6.69962e-171 t=469164
ren xiao 	人效	c=1 d=1 t=404476
ren xin 	人心	c=10 d=1.06361 t=447412
ren xing 	人性	c=3 d=2.60853e-162 t=469164
ren xing 	任性	c=8 d=2.90571e-196 t=469164
ren xing hua 	人性化	c=6 d=1.31695e-180 t=469164
ren xuan 	人選	c=3 d=1 t=296177
ren ye 	人也	c=1 d=1 t=451418
ren yi 	任意	c=3 d=5.82295e-80 t=469164
ren yi sheng 	人一生	c=1 d=1.36297e-143 t=469164
ren yi shi jian 	任意時間	c=1 d=1.25549e-206 t=469164
ren yi xuan 	任意選	c=1 d=1 t=405487
ren ying gai 	人應該	c=1 d=1 t=316718
ren you 	人有	c=0 d=1.32351e-210 t=469164
ren you 	任由	c=1 d=1 t=315294
ren you dian duo 	人有點多	c=1 d=1 t=226771
ren yuan 	人員	c=80 d=0.909373 t=469164
ren yue da 	人越大	c=1 d=1 t=174098
ren zai 	人在	c=15 d=3.62873e-75 t=469164
ren zai chi 	人再吃	c=2 d=8.98554e-66 t=469164
ren zhe 	忍者	c=1 d=1.15762e-163 t=469164
ren zhen 	認真	c=17 d=0.228779 t=469164
ren zheng 	認證	c=9 d=3.97477e-29 t=469164
ren zhi 	認知	c=16 d=1.66453e-35 t=469164
ren zhong yao 	人重要	c=1 d=1 t=365243
ren zhu 	忍住	c=5 d=6.52365e-145 t=469164
ren zou 	人走	c=1 d=1 t=121765
ren zui duo 	人最多	c=1 d=1 t=388218
reng 	仍	c=1 d=2.72331e-198 t=469164
reng 	扔	c=45 d=1.41769e-20 t=469164
reng chu qu 	扔出去	c=10 d=1 t=381976
reng dao 	扔到	c=9 d=6.96982e-185 t=469164
reng dian 	扔點	c=1 d=1 t=337550
reng diao 	扔掉	c=3 d=1.38546e-126 t=469164
reng gei 	扔給	c=6 d=1.69058e-89 t=469164
reng gei ni 	扔給你	c=1 d=1 t=133630
reng guo lai 	扔過來	c=1 d=1 t=151266
reng guo qu 	扔過去	c=1 d=4.1644e-136 t=469164
reng lai 	扔來	c=1 d=1 t=332217
reng qu 	扔去	c=1 d=1 t=332218
reng ran 	仍然	c=8 d=0.00172937 t=469164
reng xia 	扔下	c=1 d=1 t=257201
reng zai 	仍在	c=7 d=4.31109e-14 t=469164
reng zai 	扔在	c=4 d=6.07874e-27 t=469164
ri 	日	c=109 d=0.000303539 t=469164
ri bao 	日報	c=14 d=1 t=398192
ri ben 	日本	c=6 d=2.8653e-11 t=469164
ri ben ren 	日本人	c=1 d=1 t=295527
ri chang 	日常	c=60 d=0.187176 t=469164
ri cheng 	日程	c=5 d=1 t=463916
ri chu 	日出	c=5 d=3.97034 t=450213
ri ci 	日此	c=1 d=1 t=100263
ri feng 	日豐	c=4 d=2.16104 t=351886
ri hou 	日後	c=17 d=1.02665e-74 t=469164
ri huo 	日活	c=2 d=1.99501 t=233235
ri ji 	日記	c=11 d=1.12493 t=450453
ri le 	日了	c=2 d=1.37588e-196 t=469164
ri le gou 	日了狗	c=3 d=1.38278e-195 t=469164
ri li 	日曆	c=20 d=2.9316 t=395450
ri li wan ji 	日理萬機	c=3 d=1 t=171652
ri luo 	日落	c=1 d=1 t=450353
ri qi 	日期	c=45 d=4.72849e-13 t=469164
ri ri 	日日	c=1 d=1 t=453592
ri xi 	日系	c=6 d=1.88692 t=402191
ri xin 	日薪	c=2 d=1.79852 t=97891
ri yong 	日用	c=1 d=2.03185e-17 t=469164
ri yong bai huo 	日用百貨	c=1 d=5.133e-155 t=469164
ri you suo si 	日有所思	c=1 d=8.95014e-49 t=469164
ri yu 	日語	c=2 d=7.66405e-165 t=469164
ri yuan 	日元	c=2 d=3.23982e-204 t=469164
ri za 	日雜	c=5 d=1 t=376467
ri zhi 	日誌	c=87 d=1.14293e-17 t=469164
ri zi 	日子	c=20 d=1.33411e-09 t=469164
ri zu 	日組	c=1 d=1 t=379084
rong 	容	c=3 d=4.55392e-41 t=469164
rong 	榮	c=1 d=1 t=183070
rong chang 	冗長	c=1 d=1 t=432935
rong cuo 	容錯	c=13 d=1.04255e-49 t=469164
rong he 	融合	c=13 d=0.00451748 t=469164
rong he yun 	融合雲	c=38 d=2.56815 t=466434
rong hui guan tong 	融會貫通	c=1 d=1 t=297798
rong huo 	榮獲	c=2 d=1.34629e-57 t=469164
rong ji 	容積	c=1 d=1 t=390587
rong jie 	溶解	c=1 d=1 t=412577
rong liang 	容量	c=2 d=1.00002 t=335967
rong na 	容納	c=3 d=1 t=252467
rong qi 	容器	c=71 d=6.49343e-08 t=469164
rong qia 	融洽	c=3 d=1 t=404006
rong ren 	容忍	c=1 d=7.54866e-163 t=469164
rong ru 	融入	c=2 d=3.69008e-37 t=469164
rong sheng 	榮升	c=1 d=1 t=384032
rong wei 	榮威	c=2 d=1.97531 t=452952
rong wo 	容我	c=3 d=6.43473e-167 t=469164
rong yao 	榮耀	c=1 d=3.49572e-165 t=469164
rong ye 	溶液	c=1 d=1 t=467513
rong yi 	容易	c=93 d=0.000692464 t=469164
rong yu 	冗餘	c=12 d=2.84282e-27 t=469164
rong yu 	榮譽	c=1 d=1 t=126596
rong yun 	容雲	c=1 d=1 t=462474
rou 	揉	c=5 d=1.77358e-94 t=469164
rou 	肉	c=13 d=2.96095e-07 t=469164
rou bao zi 	肉包子	c=1 d=1 t=129033
rou chi 	肉吃	c=1 d=1 t=278081
rou lei 	肉類	c=1 d=1 t=450483
rou ri 	柔日	c=1 d=1.14074e-196 t=469164
rou rou 	肉肉	c=1 d=1 t=441716
rou shen 	肉身	c=1 d=1 t=302377
rou ti 	肉體	c=4 d=1.63143e-23 t=469164
rou ti shang 	肉體上	c=1 d=1 t=383671
rou yan 	肉眼	c=4 d=1 t=461875
rou zai 	揉在	c=2 d=1 t=304009
ru 	入	c=15 d=3.20681e-62 t=469164
ru 	如	c=102 d=0.00189223 t=469164
ru bu fu chu 	入不敷出	c=1 d=1 t=431762
ru can 	入參	c=2 d=1 t=312743
ru chang 	入場	c=1 d=1 t=446434
ru chang fei 	入場費	c=1 d=1 t=284667
ru ci 	如此	c=71 d=2.70703e-10 t=469164
ru er 	入耳	c=3 d=1 t=425646
ru er shi 	入耳式	c=1 d=1 t=337161
ru fei 	如非	c=2 d=1 t=322359
ru gong 	入宮	c=1 d=1 t=330583
ru gu 	入股	c=0 d=2.218e-108 t=469164
ru gu en 	入股嗯	c=20 d=4.36792e-21 t=469164
ru guo 	如果	c=996 d=1.47783 t=469164
ru guo mei you 	如果沒有	c=1 d=1 t=117321
ru guo shi 	如果是	c=7 d=1.32972e-29 t=469164
ru guo shuo 	如果說	c=1 d=1 t=381818
ru guo yi 	如果一	c=1 d=6.87362e-61 t=469164
ru guo you 	如果有	c=3 d=5.02516e-23 t=469164
ru he 	如何	c=158 d=2.86977e-11 t=469164
ru huo 	入夥	c=4 d=2.07184e-11 t=469164
ru jia 	如家	c=3 d=1.28964e-110 t=469164
ru jin 	如今	c=8 d=1.29424e-05 t=469164
ru keng 	入坑	c=12 d=5.05174e-85 t=469164
ru kou 	入口	c=211 d=0.0261217 t=469164
ru ku 	入庫	c=10 d=5.06913e-96 t=469164
ru men 	入門	c=7 d=9.48712e-58 t=469164
ru mian 	入眠	c=1 d=4.8489e-191 t=469164
ru neng 	如能	c=1 d=1 t=456097
ru ni 	如你	c=3 d=3.45116e-73 t=469164
ru qi 	如期	c=7 d=2.58739e-37 t=469164
ru qin 	入侵	c=1 d=2.97845e-134 t=469164
ru qun 	入羣	c=1 d=1 t=453386
ru qun 	如羣	c=1 d=1 t=453385
ru ruo 	如若	c=1 d=5.10359e-205 t=469164
ru shang 	如上	c=28 d=8.35528e-34 t=469164
ru shi shuo 	如是說	c=2 d=1 t=394370
ru shou 	入手	c=15 d=5.04605e-13 t=469164
ru shui 	入睡	c=1 d=1 t=289499
ru si 	如斯	c=6 d=2.1843e-74 t=469164
ru ta 	如他	c=1 d=1 t=435571
ru ti 	如題	c=1 d=1.70143e-76 t=469164
ru wei 	入圍	c=1 d=1 t=221694
ru xia 	如下	c=61 d=4.47702e-24 t=469164
ru xia tu 	如下圖	c=3 d=1 t=432003
ru xu 	如需	c=1 d=1 t=298574
ru yi 	如意	c=1 d=1 t=365117
ru you 	如有	c=9 d=1.08757e-17 t=469164
ru zhi 	入職	c=63 d=6.09772e-05 t=469164
ru zhu 	入住	c=10 d=1.2641e-110 t=469164
ru zhu 	入駐	c=2 d=1.00003 t=124741
ru zuo 	入座	c=1 d=1 t=467683
ruan 	軟	c=6 d=1 t=414660
ruan ji neng 	軟技能	c=1 d=1 t=172801
ruan jian 	軟件	c=61 d=0.00272578 t=469164
ruan jian pan 	軟鍵盤	c=1 d=1.47718e-31 t=469164
ruan jian yuan 	軟件園	c=6 d=2.93972e-194 t=469164
ruan jin 	軟禁	c=1 d=1 t=111365
ruan lei 	軟肋	c=1 d=1 t=402201
ruan mu 	軟木	c=1 d=1 t=117576
ruan wen 	軟文	c=2 d=1 t=283511
ruan wo 	軟臥	c=2 d=4.87677e-127 t=469164
ruan yi feng 	阮一峯	c=5 d=6.05112e-91 t=469164
ruan zhuang 	軟裝	c=1 d=1 t=351464
rui 	瑞	c=11 d=2.65131e-11 t=469164
rui 	睿	c=1 d=1 t=462500
rui 	銳	c=1 d=1 t=151588
rui bing 	瑞兵	c=320 d=0.103312 t=469164
run 	潤	c=4 d=1 t=363828
run hua you 	潤滑油	c=1 d=1 t=391838
run se 	潤色	c=8 d=1 t=441281
run yue 	潤月	c=1 d=1 t=120485
run zhi 	潤至	c=3 d=1 t=419047
ruo 	弱	c=2 d=1 t=229201
ruo 	若	c=4 d=0.0190631 t=469164
ruo dian 	弱點	c=2 d=3.41519e-38 t=469164
ruo fei 	若非	c=2 d=1 t=240741
ruo gan 	若干	c=6 d=1.45114e-57 t=469164
ruo jing 	若驚	c=1 d=1 t=166180
ruo ruo 	弱弱	c=9 d=0.431711 t=469164
ruo ruo 	若若	c=2 d=3.27347e-10 t=469164
ruo shi 	若是	c=1 d=1.08688e-127 t=469164
ruo shui san qian 	弱水三千	c=1 d=1 t=407391
ruo wang 	弱網	c=1 d=1 t=157682
ruo xiang 	若想	c=1 d=1 t=308292
ruo you 	若有	c=1 d=1 t=246560
sa 	仨	c=11 d=1 t=437104
sa 	撒	c=1 d=1.68696e-05 t=469164
sa niao 	撒尿	c=1 d=1 t=336580
sa tuo 	灑脫	c=1 d=1 t=284414
sa wa di ka 	撒窪地卡	c=1 d=2.15676e-13 t=469164
sa ye 	撒野	c=1 d=1 t=266441
sai 	塞	c=16 d=3.05164e-08 t=469164
sai 	賽	c=2 d=1 t=405290
sai ban 	塞班	c=1 d=1 t=459236
sai dao 	塞到	c=3 d=2.31819e-68 t=469164
sai dao 	賽道	c=1 d=1 t=437932
sai den 	塞㩐	c=1 d=0.1 t=129907
sai den kan den long kan 	塞㩐看㩐籠檻	c=1 d=1 t=117564
sai fan 	塞飯	c=4 d=1.33889e-122 t=469164
sai ji 	賽季	c=1 d=1 t=258421
sai jin 	塞進	c=1 d=3.28911e-66 t=469164
sai ru 	塞入	c=1 d=1 t=180910
sai ya 	塞牙	c=1 d=1 t=195976
san 	三	c=65 d=4.16211e-12 t=469164
san 	傘	c=4 d=1.10184e-82 t=469164
san 	散	c=1 d=1.10574e-06 t=469164
san bei 	三倍	c=1 d=1 t=137411
san bei tu 	三倍圖	c=1 d=1 t=113789
san bu 	三步	c=1 d=1 t=369664
san bu 	散步	c=1 d=1 t=213787
san bu fen 	三部分	c=1 d=1 t=396680
san bu guan 	三不管	c=2 d=1.31349 t=332364
san ceng 	三層	c=1 d=1 t=127537
san ci 	三次	c=4 d=4.56804e-48 t=469164
san da 	三大	c=9 d=1 t=465247
san dan yuan 	三單元	c=1 d=1 t=361784
san di 	三地	c=2 d=2.36985e-92 t=469164
san dian 	三點	c=2 d=1 t=300871
san diao 	散掉	c=1 d=1 t=405069
san duan 	三端	c=1 d=1 t=159542
san fang 	三方	c=19 d=5.03131e-08 t=469164
san fang ku 	三方庫	c=1 d=1 t=274389
san fen 	三份	c=1 d=1 t=311199
san fen 	三分	c=3 d=2.43325 t=401173
san fen zhi yi 	三分之一	c=2 d=1.38518e-186 t=469164
san fen zhong 	三分鐘	c=3 d=1.16696 t=325253
san fu 	三副	c=5 d=3.97252 t=466987
san gang 	三缸	c=1 d=3.20213e-133 t=469164
san ge 	三個	c=96 d=0.593493 t=469164
san ge che 	三個車	c=2 d=1.98511 t=346677
san ge qun 	三個羣	c=1 d=1 t=175991
san ge ren 	三個人	c=7 d=0.151072 t=469164
san ge yue 	三個月	c=7 d=4.2946e-204 t=469164
san guan 	三觀	c=2 d=8.15625e-162 t=469164
san hang 	三行	c=2 d=1 t=159809
san huo 	散夥	c=2 d=3.11266e-35 t=469164
san huo fan 	散夥飯	c=1 d=1 t=243353
san ji 	三級	c=7 d=4.06919e-158 t=469164
san jia 	三家	c=1 d=1 t=162117
san jian 	三件	c=0 d=0.1 t=217563
san jian tao 	三件套	c=1 d=1 t=217564
san jiang 	三江	c=6 d=1.19783e-57 t=469164
san jiao 	三角	c=4 d=1 t=392790
san jie 	三街	c=1 d=3.37204e-153 t=469164
san kai 	三開	c=1 d=1 t=360060
san keng 	三坑	c=25 d=1 t=440830
san keng tu 	三坑圖	c=1 d=1 t=319086
san kuai 	三塊	c=5 d=1.99005 t=401343
san lei 	三類	c=1 d=1 t=126474
san li tun 	三里屯	c=1 d=1 t=198274
san liang che 	三輛車	c=1 d=1 t=184654
san lou 	三樓	c=3 d=1 t=363878
san luan 	散亂	c=1 d=1 t=292517
san lun 	三輪	c=2 d=9.79207e-136 t=469164
san men 	三門	c=1 d=1 t=266423
san mian 	三面	c=9 d=3.36206e-30 t=469164
san nian 	三年	c=10 d=2.49245e-09 t=469164
san qi 	三期	c=5 d=1 t=293047
san que yi 	三缺一	c=1 d=1 t=175814
san re 	散熱	c=1 d=1 t=189648
san ren 	三人	c=1 d=1 t=407338
san ren jian 	三人間	c=2 d=1.14227 t=234881
san sheng 	三省	c=1 d=1 t=355226
san si 	三思	c=1 d=1 t=275750
